X,Y,crime_id,report_number,address,offense_description,offense_category,state_offense_code,arrest_charge,charge_description,incident_timestamp,incident_time,day_of_week,hour_of_day,year,scout_car_area,precinct,block_id,neighborhood,council_district,zip_code,longitude,latitude,oid
-83.17958428,42.41180799,3622120,2104240337,Schaefer Hwy & Florence St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/25 07:29:00+00,3:29:00,7,3,2021,201,2,2.62E+14,Harmony Village,2,48235,-83.17958428,42.41180799,400257
-83.00706144,42.43257537,3621763,2104240015,Eastwood St & Runyon St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/24 09:00:00+00,5:00:00,6,5,2021,904,9,2.62E+14,Von Steuben,3,48234,-83.00706144,42.43257537,296151
-83.05466862,42.41521936,3621764,2104230360,Luce St & Eureka St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/24 06:50:00+00,2:50:00,6,2,2021,1111,11,2.62E+14,Davison,3,48212,-83.05466862,42.41521936,84881
-83.13146426,42.40468751,3621619,2104230169,Parkside St & Keeler Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/23 08:00:00+00,4:00:00,5,4,2021,1001,10,2.62E+14,Pilgrim Village,2,48238,-83.13146426,42.40468751,190099
-83.20860528,42.35254576,3621429,2104230008,Belton Ave & Grandmont Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/23 08:00:00+00,4:00:00,5,4,2021,611,6,2.62E+14,Garden View,7,48228,-83.20860528,42.35254576,84843
-83.08150319,42.37687688,3621372,2104220361,2nd Ave & W Philadelphia St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/23 06:15:00+00,2:15:00,5,2,2021,303,3,2.62E+14,Piety Hill,5,48202,-83.08150319,42.37687688,400143
-83.15782942,42.3590098,3620867,2104210130,Joy Rd & Esper St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/21 18:40:00+00,14:40:00,3,14,2021,209,2,2.62E+14,Barton-McFarland,7,48204,-83.15782942,42.3590098,189982
-83.1312048,42.36145306,3620617,2104200357,Hillsboro St & Dailey Ct,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/21 05:23:00+00,1:23:00,3,1,2021,1006,10,2.62E+14,Midwest,6,48204,-83.13120479,42.36145306,400072
-83.03871161,42.42797465,3620188,2104190252,Stockton St & Mount Elliott St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/20 00:25:00+00,20:25:00,1,20,2021,1109,11,2.62E+14,Grant,3,48234,-83.03871161,42.42797465,295943
-83.24494633,42.40236193,3619865,2104180250,Keeler St & Braile St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/19 03:20:00+00,23:20:00,7,23,2021,810,8,2.62E+14,Brightmoor,1,48223,-83.24494633,42.40236192,84645
-82.9400084,42.40646164,3619935,2104180145,Southampton St & Audubon Rd,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/18 20:25:00+00,16:25:00,7,16,2021,504,5,2.62E+14,Morningside,4,48224,-82.9400084,42.40646164,295907
-83.15330382,42.39803144,3619731,2104180030,Northlawn St & Eaton St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/18 09:17:00+00,5:17:00,7,5,2021,1001,10,2.62E+14,Chalfonte,2,48238,-83.15330382,42.39803144,189842
-83.02597035,42.38887461,3619570,2104180031,Saint Thomas St & Saint Cyril Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/18 09:16:00+00,5:16:00,7,5,2021,702,7,2.62E+14,Airport Sub,3,48213,-83.02597035,42.38887461,399934
-83.06686709,42.44515732,3617803,2104130029,Yonka St & E Winchester Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/13 09:31:00+00,5:31:00,2,5,2021,1102,11,2.62E+14,Farwell,3,48234,-83.06686709,42.44515732,295599
-83.18192164,42.41657587,3617793,2104120362,Lesure St & W McNichols Rd,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/13 06:52:00+00,2:52:00,2,2,2021,1206,12,2.62E+14,Winship,2,48235,-83.18192164,42.41657587,295597
-83.07528582,42.42101277,3617341,2104110187,Stender St & Maine St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/11 23:43:00+00,19:43:00,7,19,2021,1107,11,2.62E+14,Cadillac Heights,3,48212,-83.07528582,42.42101277,84259
-83.18051117,42.43108576,3617150,2104110034,W 7 Mile Rd & Schaefer Hwy,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/11 11:00:00+00,7:00:00,7,7,2021,1201,12,2.62E+14,Schaefer 7/8 Lodge,2,48235,-83.18051117,42.43108576,295492
-82.97996725,42.3750517,3616682,2104090199,Fairview St & Goethe Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/09 23:33:00+00,19:33:00,5,19,2021,508,5,2.62E+14,East Village,4,48214,-82.97996725,42.3750517,189393
-83.2219607,42.42703979,3615834,2104070106,Rosemont Ave & Margareta St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/07 17:30:00+00,13:30:00,3,13,2021,807,8,2.62E+14,Evergreen-Outer Drive,2,48219,-83.2219607,42.42703979,189259
-83.17360205,42.39998189,3615640,2104070019,Ward St & Chalfonte St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/07 09:10:00+00,5:10:00,3,5,2021,203,2,2.62E+14,Bethune Community,2,48227,-83.17360205,42.39998189,399364
-82.92581674,42.4177318,3615631,2104060295,Lodewyck St & Berden St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/07 01:43:00+00,21:43:00,2,21,2021,505,5,2.62E+14,Cornerstone Village,4,48224,-82.92581674,42.4177318,399359
-82.98725554,42.38603592,3615156,2104050123,Fairview St & E Warren Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/05 19:40:00+00,15:40:00,1,15,2021,501,5,2.62E+14,West End,4,48213,-82.98725554,42.38603592,399286
-83.00043213,42.36086057,3614972,2104050032,E Vernor Hwy & Parker St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/05 11:05:00+00,7:05:00,1,7,2021,708,7,2.62E+14,Islandview,5,48214,-83.00043213,42.36086057,189123
-83.1110668,42.38897466,3615221,2104050277,14th St & Cortland St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/05 08:17:00+00,4:17:00,1,4,2021,1005,10,2.62E+14,Dexter-Linwood,5,48206,-83.1110668,42.38897466,399297
-83.14186896,42.33704977,3614547,2104030165,Central St & Wagner St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/03 22:27:00+00,18:27:00,6,18,2021,401,4,2.62E+14,Claytown,6,48210,-83.14186896,42.33704977,399189
-83.11252943,42.39109882,3614318,2104020325,14th St & Fullerton St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/04/03 05:03:00+00,1:03:00,6,1,2021,1003,10,2.62E+14,Dexter-Linwood,5,48206,-83.11252943,42.39109882,189001
-83.02209444,42.35416602,3612802,2103300047,Hendricks St & Moran St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/30 10:39:00+00,6:39:00,2,6,2021,707,7,2.62E+14,McDougall-Hunt,5,48207,-83.02209444,42.35416602,188817
-83.16793261,42.36600631,3612175,2103280084,Meyers Rd & W Chicago St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/28 13:24:00+00,9:24:00,7,9,2021,208,2,2.62E+14,Barton-McFarland,7,48227,-83.16793261,42.36600631,188740
-82.9724239,42.44991593,3612111,2103280013,8 Mile Rd & Dexter Blvd,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/28 07:48:00+00,3:48:00,7,3,2021,900,9,2.62E+14,Mohican Regent,3,48205,-82.9724239,42.44991593,398877
-83.08660581,42.36539863,3610461,2103240007,Poe St & W Grand Blvd,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/24 08:11:00+00,4:11:00,3,4,2021,1008,10,2.62E+14,Henry Ford,5,48208,-83.08660581,42.36539863,294572
-83.11147331,42.39759884,3610053,2103220325,Woodrow Wilson St & W Davison St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/23 06:45:00+00,2:45:00,2,2,2021,1003,10,2.62E+14,Dexter-Linwood,5,48238,-83.11147331,42.39759883,83319
-83.22899289,42.3343642,3609789,2103220033,Dayton St & Grandville Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/22 10:13:00+00,6:13:00,1,6,2021,612,6,2.62E+14,Warrendale,7,48228,-83.22899289,42.3343642,188441
-83.09902022,42.35923355,3609583,2103210168,Ferry Park St & Linwood St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/21 22:10:00+00,18:10:00,7,18,2021,304,3,2.62E+14,NW Goldberg,5,48208,-83.09902022,42.35923355,188392
-83.06650532,42.33948335,3609438,2103210024,S M 10 Service Drive & Grand River Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/21 09:45:00+00,5:45:00,7,5,2021,310,3,2.62E+14,Midtown,6,48201,-83.06650532,42.33948335,398495
-83.099318,42.31079088,3609361,2103200226,Campbell St & W Lafayette Blvd,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/21 02:35:00+00,22:35:00,6,22,2021,409,4,2.62E+14,Central Southwest,6,48209,-83.099318,42.31079088,83201
-83.21279964,42.34543727,3607638,2103150139,Longacre St & Rutland St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/15 18:31:00+00,14:31:00,1,14,2021,611,6,2.62E+14,Warren Ave Community,7,48228,-83.21279964,42.34543727,294120
-83.19502849,42.40163448,3605779,2103100029,Sussex St & Fenkell St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/10 14:00:00+00,9:00:00,3,9,2021,201,2,2.62E+14,Belmont,1,48227,-83.19502849,42.40163448,293837
-82.99515981,42.44194889,3605834,2103100017,Waltham St & E State Fair St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/10 11:40:00+00,6:40:00,3,6,2021,901,9,2.62E+14,Conner Creek,3,48205,-82.99515981,42.44194889,397949
-83.24349134,42.36460125,3605598,2103090141,W Chicago St & Braile St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/09 19:44:00+00,14:44:00,2,14,2021,606,6,2.62E+14,Franklin Park,7,48228,-83.24349133,42.36460125,397923
-83.16290955,42.36111187,3604657,2103060277,Birwood St & Ellis St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/07 06:30:00+00,1:30:00,7,1,2021,208,2,2.62E+14,Barton-McFarland,7,48204,-83.16290955,42.36111187,397790
-82.97716937,42.42784738,3604208,2103050062,Spring Garden St & Peoria St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/05 10:00:00+00,5:00:00,5,5,2021,906,9,2.62E+14,Mapleridge,4,48205,-82.97716937,42.42784738,397738
-83.07422121,42.41902105,3603996,2103040286,Jerome St & Anglin St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/05 04:10:00+00,23:10:00,4,23,2021,1107,11,2.62E+14,Cadillac Heights,3,48212,-83.07422121,42.41902105,82447
-83.22884885,42.36726072,3603968,2103040205,Orangelawn St & Piedmont St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/04 12:15:00+00,7:15:00,4,7,2021,607,6,2.62E+14,Franklin Park,7,48228,-83.22884885,42.36726072,82444
-82.99910213,42.44897818,3603751,2103030395,Strasburg St & 8 Mile Rd,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/04 08:43:00+00,3:43:00,4,3,2021,901,9,2.62E+14,Conner Creek,3,48205,-82.99910213,42.44897818,82418
-83.23514312,42.41941727,3603620,2103030256,Santa Clara Ave & Annchester Rd,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/03 23:47:00+00,18:47:00,3,18,2021,807,8,2.62E+14,Evergreen-Outer Drive,1,48219,-83.23514312,42.41941727,82397
-83.12047785,42.3630822,3602803,2103010145,Pingree St & Quincy St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/01 22:35:00+00,17:35:00,1,17,2021,1007,10,2.62E+14,Petoskey-Otsego,5,48204,-83.12047785,42.3630822,293394
-83.23565256,42.38628738,3602620,2102280291,Schoolcraft St & Plainview Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/03/01 07:57:00+00,2:57:00,1,2,2021,604,6,2.62E+14,Schoolcraft Southfield,1,48223,-83.23565256,42.38628738,187427
-83.02081086,42.37167546,3602470,2102280081,Canton St & Hancock St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/28 05:00:00+00,0:00:00,7,0,2021,704,7,2.62E+14,Gratiot Town/Ketterring,5,48207,-83.02081086,42.37167546,82234
-83.15277848,42.27239138,3602064,2102260316,S Annabelle St & Miami St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/27 09:23:00+00,4:23:00,6,4,2021,415,4,2.62E+14,Boynton,6,48217,-83.15277848,42.27239138,293292
-83.21626376,42.38674444,3602010,2102260258,Schoolcraft St & Archdale St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/27 05:42:00+00,0:42:00,6,0,2021,814,8,2.62E+14,Grandmont,1,48227,-83.21626376,42.38674444,187337
-83.28127227,42.41679747,3601423,2102250047,Lenore Ave & Santa Maria St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/25 11:30:00+00,6:30:00,4,6,2021,805,8,2.62E+14,The Eye,1,48219,-83.28127227,42.41679747,187270
-83.26204441,42.40744685,3601225,2102240180,Lamphere St & Puritan St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/24 22:34:00+00,17:34:00,3,17,2021,809,8,2.62E+14,Riverdale,1,48219,-83.26204441,42.40744685,82054
-82.9747758,42.39069077,3600939,2102230290,Stringham Ct & Drew Ct,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/24 04:00:00+00,23:00:00,2,23,2021,502,5,2.62E+14,Chandler Park,4,48213,-82.9747758,42.39069077,82016
-82.96307045,42.38435135,3600586,2102220286,Mack Ave & Gray St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/23 06:20:00+00,1:20:00,2,1,2021,509,5,2.62E+14,Riverbend,4,48215,-82.96307045,42.38435135,397257
-83.21167245,42.34583507,3600605,2102220276,Majestic St & Clayburn St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/23 04:48:00+00,23:48:00,1,23,2021,611,6,2.62E+14,Warren Ave Community,7,48228,-83.21167244,42.34583507,293094
-83.1421293,42.35203578,3600644,2102230023,Tireman St & Wykes St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/22 21:00:00+00,16:00:00,1,16,2021,210,2,2.62E+14,Midwest,6,48210,-83.1421293,42.35203578,293101
-82.96508752,42.39321323,3599910,2102200184,Drexel St & E Warren Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/21 02:05:00+00,21:05:00,6,21,2021,503,5,2.62E+14,Fox Creek,4,48215,-82.96508752,42.39321323,187045
-83.11079798,42.4176855,3599691,2102190186,W McNichols Rd & Portage St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/20 02:30:00+00,21:30:00,5,21,2021,1209,12,2.62E+14,Palmer Park,2,48203,-83.11079798,42.4176855,292957
-82.95942715,42.40619653,3599603,2102190088,Wayburn St & Harper Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/19 21:22:00+00,16:22:00,5,16,2021,911,9,2.62E+14,Outer Drive-Hayes,4,48224,-82.95942715,42.40619653,397113
-82.96521271,42.42560098,3598218,2102140165,Hayes St & Cedargrove St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/14 23:40:00+00,18:40:00,7,18,2021,906,9,2.62E+14,Mapleridge,4,48205,-82.96521271,42.42560098,186820
-83.19156833,42.39090968,3597843,2102130068,Terry St & Intervale St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/13 15:30:00+00,10:30:00,6,10,2021,202,2,2.62E+14,Hubbell-Lyndon,1,48227,-83.19156833,42.39090968,81621
-83.21020232,42.36037934,3597439,2102110275,Abington Ave & Ellis St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/12 07:47:00+00,2:47:00,5,2,2021,608,6,2.62E+14,Joy Community,7,48228,-83.21020232,42.36037934,292640
-82.99416084,42.44742502,3596572,2102090011,Collingham Dr & Goulburn St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/09 10:45:00+00,5:45:00,2,5,2021,901,9,2.62E+14,Conner Creek,3,48205,-82.99416084,42.44742502,396720
-83.01054274,42.43067892,3596277,2102070222,Algonac St & Linnhurst St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/08 08:10:00+00,3:10:00,1,3,2021,904,9,2.62E+14,Mount Olivet,3,48234,-83.01054274,42.43067892,396676
-82.94968292,42.42828652,3596099,2102070026,Casino St & Lansdowne St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/07 11:32:00+00,6:32:00,7,6,2021,907,9,2.62E+14,Moross-Morang,4,48224,-82.94968292,42.42828652,396643
-83.14366512,42.43157119,3595750,2102050253,Santa Rosa Dr & W 7 Mile Rd,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/06 05:52:00+00,0:52:00,6,0,2021,1203,12,2.62E+14,Bagley,2,48221,-83.14366512,42.43157119,396602
-83.21790563,42.36749223,3595350,2102040149,Orangelawn St & Ashton Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/02/04 22:34:00+00,17:34:00,4,17,2021,607,6,2.62E+14,Franklin Park,7,48228,-83.21790563,42.36749223,81258
-83.15321536,42.36187554,3591709,2101230294,Ohio St & Esper St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/01/24 07:51:00+00,2:51:00,7,2,2021,209,2,2.62E+14,Barton-McFarland,7,48204,-83.15321536,42.36187554,396050
-82.99773731,42.34956475,3591625,2101230250,Baldwin St & E Jefferson Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/01/24 04:55:00+00,23:55:00,6,23,2021,711,7,2.62E+14,Islandview,5,48214,-82.99773731,42.34956475,185881
-83.08119395,42.3454301,3591395,2101230009,Calumet St & Grand River Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/01/23 10:44:00+00,5:44:00,6,5,2021,308,3,2.62E+14,Core City,6,48208,-83.08119395,42.3454301,291775
-83.22253891,42.35776828,3591190,2101220094,Joy Rd & Greenview Ave,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/01/22 09:00:00+00,4:00:00,5,4,2021,607,6,2.62E+14,Franklin Park,7,48228,-83.22253891,42.35776828,80681
-83.14433598,42.33406601,3590842,2101210081,Elmer St & McGraw St,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/01/21 19:22:00+00,14:22:00,4,14,2021,401,4,2.62E+14,Claytown,6,48210,-83.14433598,42.33406601,395933
-82.94427569,42.40893944,3590778,2101210034,Linville St & 3 Mile Dr,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),HOMICIDE,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021/01/21 14:11:00+00,9:11:00,4,9,2021,504,5,2.62E+14,Morningside,4,48224,-82.94427569,42.40893944,291669
